id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;Sudeste/Centro-Oeste;2024-05-28;42632.563375
N;Norte;2024-05-29;7811.19779167
NE;Nordeste;2024-05-29;12781.169875
S;Sul;2024-05-29;12891.54183333
SE;Sudeste/Centro-Oeste;2024-05-29;41422.62754167
N;Norte;2024-05-30;7408.44683333
NE;Nordeste;2024-05-30;12055.89654167
S;Sul;2024-05-30;11331.46945833
SE;Sudeste/Centro-Oeste;2024-05-30;37703.15708333
N;Norte;2024-05-31;7627.37725
NE;Nordeste;2024-05-31;12366.63325
S;Sul;2024-05-31;11827.076625
SE;Sudeste/Centro-Oeste;2024-05-31;38732.89291667
N;Norte;2024-06-01;7397.83895833
NE;Nordeste;2024-06-01;11890.582
S;Sul;2024-06-01;10504.60295833
SE;Sudeste/Centro-Oeste;2024-06-01;37005.71054167
N;Norte;2024-06-02;7034.10595833
NE;Nordeste;2024-06-02;11497.35020833
S;Sul;2024-06-02;9543.91291667
SE;Sudeste/Centro-Oeste;2024-06-02;34859.19920833
N;Norte;2024-06-03;7767.976125
NE;Nordeste;2024-06-03;12789.78279167
S;Sul;2024-06-03;12938.266875
SE;Sudeste/Centro-Oeste;2024-06-03;41086.555375
N;Norte;2024-06-04;7926.6855
NE;Nordeste;2024-06-04;12942.54729167
S;Sul;2024-06-04;13576.41508333
SE;Sudeste/Centro-Oeste;2024-06-04;42100.75883333
N;Norte;2024-06-05;7949.671875
NE;Nordeste;2024-06-05;12917.06370833
S;Sul;2024-06-05;13547.53970833
SE;Sudeste/Centro-Oeste;2024-06-05;42107.10954167
N;Norte;2024-06-06;7977.63995833
NE;Nordeste;2024-06-06;12705.05575
S;Sul;2024-06-06;13536.50495833
SE;Sudeste/Centro-Oeste;2024-06-06;42399.94475
N;Norte;2024-06-07;8034.391875
NE;Nordeste;2024-06-07;12660.32041667
S;Sul;2024-06-07;13530.01483333
SE;Sudeste/Centro-Oeste;2024-06-07;42556.261625
N;Norte;2024-06-08;7677.374375
NE;Nordeste;2024-06-08;12060.48470833
S;Sul;2024-06-08;11770.658625
SE;Sudeste/Centro-Oeste;2024-06-08;39608.05783333
N;Norte;2024-06-09;7351.0455
NE;Nordeste;2024-06-09;11245.241625
S;Sul;2024-06-09;10360.70779167
SE;Sudeste/Centro-Oeste;2024-06-09;36450.92066667
N;Norte;2024-06-10;7819.233875
NE;Nordeste;2024-06-10;12377.056
S;Sul;2024-06-10;13488.21270833
SE;Sudeste/Centro-Oeste;2024-06-10;42309.822375
N;Norte;2024-06-11;7825.139
NE;Nordeste;2024-06-11;12626.07795833
S;Sul;2024-06-11;14066.574125
SE;Sudeste/Centro-Oeste;2024-06-11;43379.784125
N;Norte;2024-06-12;7859.53108333
NE;Nordeste;2024-06-12;12717.184
S;Sul;2024-06-12;13977.45058333
SE;Sudeste/Centro-Oeste;2024-06-12;43210.83995833
N;Norte;2024-06-13;7885.03141667
NE;Nordeste;2024-06-13;12609.85683333
S;Sul;2024-06-13;13721.79416667
SE;Sudeste/Centro-Oeste;2024-06-13;42718.664875
N;Norte;2024-06-14;7975.90858333
NE;Nordeste;2024-06-14;12507.01545833
S;Sul;2024-06-14;13868.18775
SE;Sudeste/Centro-Oeste;2024-06-14;42835.65729167
N;Norte;2024-06-15;7685.78791667
NE;Nordeste;2024-06-15;11814.97833333
S;Sul;2024-06-15;12350.69008333
SE;Sudeste/Centro-Oeste;2024-06-15;40145.18383333
N;Norte;2024-06-16;7388.40995833
NE;Nordeste;2024-06-16;10713.89083333
S;Sul;2024-06-16;10824.67083333
SE;Sudeste/Centro-Oeste;2024-06-16;36828.51208333
N;Norte;2024-06-17;7902.305375
NE;Nordeste;2024-06-17;12104.52420833
S;Sul;2024-06-17;13392.62579167
SE;Sudeste/Centro-Oeste;2024-06-17;42549.28604167
N;Norte;2024-06-18;7863.118
NE;Nordeste;2024-06-18;12320.88741667
S;Sul;2024-06-18;13431.55358333
SE;Sudeste/Centro-Oeste;2024-06-18;43442.45766667
N;Norte;2024-06-19;7825.282125
NE;Nordeste;2024-06-19;12543.49591667
S;Sul;2024-06-19;13495.85533333
SE;Sudeste/Centro-Oeste;2024-06-19;43634.24245833
N;Norte;2024-06-20;7811.39070833
NE;Nordeste;2024-06-20;12620.09058333
S;Sul;2024-06-20;13626.12408333
SE;Sudeste/Centro-Oeste;2024-06-20;43571.52195833
N;Norte;2024-06-21;7782.41308333
NE;Nordeste;2024-06-21;12441.48966667
S;Sul;2024-06-21;13131.114625
SE;Sudeste/Centro-Oeste;2024-06-21;43279.47329167
N;Norte;2024-06-22;7512.73475
NE;Nordeste;2024-06-22;12023.404
S;Sul;2024-06-22;11378.90283333
SE;Sudeste/Centro-Oeste;2024-06-22;40566.74258333
N;Norte;2024-06-23;7257.547625
NE;Nordeste;2024-06-23;11161.39708333
S;Sul;2024-06-23;10161.29520833
SE;Sudeste/Centro-Oeste;2024-06-23;37670.96666667
N;Norte;2024-06-24;7654.17995833
NE;Nordeste;2024-06-24;11457.33266667
S;Sul;2024-06-24;13083.04716667
SE;Sudeste/Centro-Oeste;2024-06-24;43896.72925
N;Norte;2024-06-25;7801.61991667
NE;Nordeste;2024-06-25;12572.145375
S;Sul;2024-06-25;13373.14104167
SE;Sudeste/Centro-Oeste;2024-06-25;44742.892875
N;Norte;2024-06-26;7911.821
NE;Nordeste;2024-06-26;12596.76345833
S;Sul;2024-06-26;13371.59070833
SE;Sudeste/Centro-Oeste;2024-06-26;45006.50429167
N;Norte;2024-06-27;7893.66845833
NE;Nordeste;2024-06-27;12493.20841667
S;Sul;2024-06-27;12965.59516667
SE;Sudeste/Centro-Oeste;2024-06-27;44402.01033333
N;Norte;2024-06-28;7848.77441667
NE;Nordeste;2024-06-28;12407.50179167
S;Sul;2024-06-28;13366.69775
SE;Sudeste/Centro-Oeste;2024-06-28;44146.78308333
N;Norte;2024-06-29;7626.326375
NE;Nordeste;2024-06-29;11797.82608333
S;Sul;2024-06-29;11443.22
SE;Sudeste/Centro-Oeste;2024-06-29;40797.67579167
N;Norte;2024-06-30;7390.653375
NE;Nordeste;2024-06-30;11199.61379167
S;Sul;2024-06-30;10209.39425
SE;Sudeste/Centro-Oeste;2024-06-30;35862.40133333
N;Norte;2024-07-01;7856.01870833
NE;Nordeste;2024-07-01;12483.46520833
S;Sul;2024-07-01;13025.674125
SE;Sudeste/Centro-Oeste;2024-07-01;40638.40379167
N;Norte;2024-07-02;7961.96745833
NE;Nordeste;2024-07-02;12405.94279167
S;Sul;2024-07-02;13408.79804167
SE;Sudeste/Centro-Oeste;2024-07-02;41685.14370833
N;Norte;2024-07-03;7877.59279167
NE;Nordeste;2024-07-03;12663.04054167
S;Sul;2024-07-03;13527.544875
SE;Sudeste/Centro-Oeste;2024-07-03;42575.14379167
N;Norte;2024-07-04;7873.12741667
NE;Nordeste;2024-07-04;12589.70941667
S;Sul;2024-07-04;13851.186875
SE;Sudeste/Centro-Oeste;2024-07-04;43260.81920833
N;Norte;2024-07-05;7848.288875
NE;Nordeste;2024-07-05;12503.076875
S;Sul;2024-07-05;14128.37354167
SE;Sudeste/Centro-Oeste;2024-07-05;43284.86954167
N;Norte;2024-07-06;7632.926
NE;Nordeste;2024-07-06;12085.811125
S;Sul;2024-07-06;12250.62970833
SE;Sudeste/Centro-Oeste;2024-07-06;39605.19029167
N;Norte;2024-07-07;7309.61525
NE;Nordeste;2024-07-07;11036.78329167
S;Sul;2024-07-07;10994.12120833
SE;Sudeste/Centro-Oeste;2024-07-07;36354.85066667
N;Norte;2024-07-08;7965.6195
NE;Nordeste;2024-07-08;12173.64125
S;Sul;2024-07-08;13939.57429167
SE;Sudeste/Centro-Oeste;2024-07-08;40736.26529167
N;Norte;2024-07-09;8099.37691667
NE;Nordeste;2024-07-09;12534.22570833
S;Sul;2024-07-09;14485.8225
SE;Sudeste/Centro-Oeste;2024-07-09;40683.57633333
N;Norte;2024-07-10;7956.91466667
NE;Nordeste;2024-07-10;12793.74704167
S;Sul;2024-07-10;14670.61508333
SE;Sudeste/Centro-Oeste;2024-07-10;42815.8535
N;Norte;2024-07-11;7867.46733333
NE;Nordeste;2024-07-11;12476.39233333
S;Sul;2024-07-11;14643.09129167
SE;Sudeste/Centro-Oeste;2024-07-11;43363.48791667
N;Norte;2024-07-12;7880.75904167
NE;Nordeste;2024-07-12;12507.77329167
S;Sul;2024-07-12;14234.619
SE;Sudeste/Centro-Oeste;2024-07-12;43121.646375
N;Norte;2024-07-13;7549.75408333
NE;Nordeste;2024-07-13;11798.9665
S;Sul;2024-07-13;12230.72966667
SE;Sudeste/Centro-Oeste;2024-07-13;39066.558625
N;Norte;2024-07-14;7174.88908333
NE;Nordeste;2024-07-14;10923.78029167
S;Sul;2024-07-14;10587.42683333
SE;Sudeste/Centro-Oeste;2024-07-14;35447.91825
N;Norte;2024-07-15;7723.805875
NE;Nordeste;2024-07-15;12077.8935
S;Sul;2024-07-15;13101.43958333
SE;Sudeste/Centro-Oeste;2024-07-15;40445.31225
N;Norte;2024-07-16;7848.46254167
NE;Nordeste;2024-07-16;12245.19133333
S;Sul;2024-07-16;13184.22525
SE;Sudeste/Centro-Oeste;2024-07-16;41555.994375
N;Norte;2024-07-17;7851.31495833
NE;Nordeste;2024-07-17;12609.10095833
S;Sul;2024-07-17;13008.60829167
SE;Sudeste/Centro-Oeste;2024-07-17;42048.35575
N;Norte;2024-07-18;7922.12604167
NE;Nordeste;2024-07-18;12619.53366667
S;Sul;2024-07-18;12950.99933333
SE;Sudeste/Centro-Oeste;2024-07-18;42172.267
N;Norte;2024-07-19;7984.01420833
NE;Nordeste;2024-07-19;12770.91525
S;Sul;2024-07-19;12824.72170833
SE;Sudeste/Centro-Oeste;2024-07-19;41962.72545833
N;Norte;2024-07-20;7747.97770833
NE;Nordeste;2024-07-20;11988.07816667
S;Sul;2024-07-20;11219.62466667
SE;Sudeste/Centro-Oeste;2024-07-20;38783.26379167
N;Norte;2024-07-21;7329.523375
NE;Nordeste;2024-07-21;11017.018125
S;Sul;2024-07-21;9665.46125
SE;Sudeste/Centro-Oeste;2024-07-21;35487.66775
N;Norte;2024-07-22;7792.81525
NE;Nordeste;2024-07-22;12439.36825
S;Sul;2024-07-22;12636.82595833
SE;Sudeste/Centro-Oeste;2024-07-22;41157.95654167
N;Norte;2024-07-23;7963.96616667
NE;Nordeste;2024-07-23;12658.9845
S;Sul;2024-07-23;13046.36770833
SE;Sudeste/Centro-Oeste;2024-07-23;42188.08670833
N;Norte;2024-07-24;8010.36166667
NE;Nordeste;2024-07-24;12609.62291667
S;Sul;2024-07-24;13097.11291667
SE;Sudeste/Centro-Oeste;2024-07-24;42175.4645
N;Norte;2024-07-25;7955.24275
NE;Nordeste;2024-07-25;12539.42241667
S;Sul;2024-07-25;13355.02520833
SE;Sudeste/Centro-Oeste;2024-07-25;42500.67183333
N;Norte;2024-07-26;7837.742625
NE;Nordeste;2024-07-26;12309.39229167
S;Sul;2024-07-26;13480.443625
SE;Sudeste/Centro-Oeste;2024-07-26;42737.96966667
N;Norte;2024-07-27;7613.99195833
NE;Nordeste;2024-07-27;12017.28279167
S;Sul;2024-07-27;12180.40733333
SE;Sudeste/Centro-Oeste;2024-07-27;40112.880625
N;Norte;2024-07-28;7372.35395833
NE;Nordeste;2024-07-28;11087.70933333
S;Sul;2024-07-28;10809.25425
SE;Sudeste/Centro-Oeste;2024-07-28;36995.41258333
N;Norte;2024-07-29;8026.28554167
NE;Nordeste;2024-07-29;12897.81308333
S;Sul;2024-07-29;13735.1685
SE;Sudeste/Centro-Oeste;2024-07-29;42756.58870833
N;Norte;2024-07-30;8165.20083333
NE;Nordeste;2024-07-30;13158.48029167
S;Sul;2024-07-30;13750.54083333
SE;Sudeste/Centro-Oeste;2024-07-30;42940.858
N;Norte;2024-07-31;8216.965875
NE;Nordeste;2024-07-31;13179.635
S;Sul;2024-07-31;13580.573125
SE;Sudeste/Centro-Oeste;2024-07-31;42719.696375
N;Norte;2024-08-01;8162.92470833
NE;Nordeste;2024-08-01;13096.26270833
S;Sul;2024-08-01;13549.62008333
SE;Sudeste/Centro-Oeste;2024-08-01;42782.49975
N;Norte;2024-08-02;8056.94583333
NE;Nordeste;2024-08-02;12788.301875
S;Sul;2024-08-02;13544.21475
SE;Sudeste/Centro-Oeste;2024-08-02;42869.59579167
N;Norte;2024-08-03;7768.41070833
NE;Nordeste;2024-08-03;12131.88675
S;Sul;2024-08-03;11957.78275
SE;Sudeste/Centro-Oeste;2024-08-03;40073.62958333
N;Norte;2024-08-04;7479.83504167
NE;Nordeste;2024-08-04;11324.277875
S;Sul;2024-08-04;10741.41433333
SE;Sudeste/Centro-Oeste;2024-08-04;37228.67645833
N;Norte;2024-08-05;8097.48966667
NE;Nordeste;2024-08-05;12467.30933333
S;Sul;2024-08-05;13460.63504167
SE;Sudeste/Centro-Oeste;2024-08-05;42965.94054167
N;Norte;2024-08-06;8126.46579167
NE;Nordeste;2024-08-06;12849.45058333
S;Sul;2024-08-06;13934.77404167
SE;Sudeste/Centro-Oeste;2024-08-06;44196.44904167
N;Norte;2024-08-07;8206.83020833
NE;Nordeste;2024-08-07;13014.451
S;Sul;2024-08-07;14065.30404167
SE;Sudeste/Centro-Oeste;2024-08-07;44761.75145833
N;Norte;2024-08-08;8230.58375
NE;Nordeste;2024-08-08;13176.62091667
S;Sul;2024-08-08;13987.32945833
SE;Sudeste/Centro-Oeste;2024-08-08;45321.77045833
N;Norte;2024-08-09;8274.683
NE;Nordeste;2024-08-09;12981.615125
S;Sul;2024-08-09;13840.31958333
SE;Sudeste/Centro-Oeste;2024-08-09;44359.78208333
N;Norte;2024-08-10;8013.93975
NE;Nordeste;2024-08-10;12360.05108333
S;Sul;2024-08-10;11717.3275
SE;Sudeste/Centro-Oeste;2024-08-10;39060.738625
N;Norte;2024-08-11;7527.653875
NE;Nordeste;2024-08-11;11532.15266667
S;Sul;2024-08-11;10043.72879167
SE;Sudeste/Centro-Oeste;2024-08-11;34175.18445833
N;Norte;2024-08-12;8071.34491667
NE;Nordeste;2024-08-12;13139.21583333
S;Sul;2024-08-12;13187.388125
SE;Sudeste/Centro-Oeste;2024-08-12;39631.841875
N;Norte;2024-08-13;8078.144875
NE;Nordeste;2024-08-13;13478.70879167
S;Sul;2024-08-13;13864.92483333
SE;Sudeste/Centro-Oeste;2024-08-13;40427.13829167
N;Norte;2024-08-14;8065.78566667
NE;Nordeste;2024-08-14;13351.14454167
S;Sul;2024-08-14;13669.84716667
SE;Sudeste/Centro-Oeste;2024-08-14;41333.68704167
N;Norte;2024-08-15;7900.385875
NE;Nordeste;2024-08-15;13146.128625
S;Sul;2024-08-15;13746.28716667
SE;Sudeste/Centro-Oeste;2024-08-15;42395.06004167
N;Norte;2024-08-16;8077.96475
NE;Nordeste;2024-08-16;12987.51495833
S;Sul;2024-08-16;13566.09825
SE;Sudeste/Centro-Oeste;2024-08-16;43510.122375
N;Norte;2024-08-17;7847.07679167
NE;Nordeste;2024-08-17;12350.30720833
S;Sul;2024-08-17;12098.05708333
SE;Sudeste/Centro-Oeste;2024-08-17;41192.1955
N;Norte;2024-08-18;7589.28441667
NE;Nordeste;2024-08-18;11570.9075
S;Sul;2024-08-18;10800.080875
SE;Sudeste/Centro-Oeste;2024-08-18;37965.720375
N;Norte;2024-08-19;8196.675
NE;Nordeste;2024-08-19;12912.81633333
S;Sul;2024-08-19;14539.96733333
SE;Sudeste/Centro-Oeste;2024-08-19;44237.11179167
N;Norte;2024-08-20;8322.17883333
NE;Nordeste;2024-08-20;13363.86625
S;Sul;2024-08-20;14422.457375
SE;Sudeste/Centro-Oeste;2024-08-20;45294.38695833
N;Norte;2024-08-21;8382.20375
NE;Nordeste;2024-08-21;13549.286125
S;Sul;2024-08-21;14244.97283333
SE;Sudeste/Centro-Oeste;2024-08-21;45401.12495833
N;Norte;2024-08-22;8400.81795833
NE;Nordeste;2024-08-22;13674.921375
S;Sul;2024-08-22;14459.843375
SE;Sudeste/Centro-Oeste;2024-08-22;45918.90504167
N;Norte;2024-08-23;8327.47758333
NE;Nordeste;2024-08-23;13631.391125
S;Sul;2024-08-23;13875.14779167
SE;Sudeste/Centro-Oeste;2024-08-23;46756.65241667
N;Norte;2024-08-24;8017.25216667
NE;Nordeste;2024-08-24;12861.29520833
S;Sul;2024-08-24;11680.04570833
SE;Sudeste/Centro-Oeste;2024-08-24;42967.39683333
N;Norte;2024-08-25;7839.545125
NE;Nordeste;2024-08-25;11960.177375
S;Sul;2024-08-25;10202.70933333
SE;Sudeste/Centro-Oeste;2024-08-25;37947.41529167
N;Norte;2024-08-26;8571.52291667
NE;Nordeste;2024-08-26;13243.427625
S;Sul;2024-08-26;12893.136875
SE;Sudeste/Centro-Oeste;2024-08-26;40536.519375
N;Norte;2024-08-27;8492.89766667
NE;Nordeste;2024-08-27;13302.83283333
S;Sul;2024-08-27;13277.72708333
SE;Sudeste/Centro-Oeste;2024-08-27;41192.8065
N;Norte;2024-08-28;8356.227625
NE;Nordeste;2024-08-28;13226.124375
S;Sul;2024-08-28;13422.25754167
SE;Sudeste/Centro-Oeste;2024-08-28;42153.867125
N;Norte;2024-08-29;8292.160875
NE;Nordeste;2024-08-29;13035.09604167
S;Sul;2024-08-29;13395.837375
SE;Sudeste/Centro-Oeste;2024-08-29;42946.318875
N;Norte;2024-08-30;8316.96933333
NE;Nordeste;2024-08-30;13052.16270833
S;Sul;2024-08-30;13443.04679167
SE;Sudeste/Centro-Oeste;2024-08-30;43529.2215
N;Norte;2024-08-31;8181.41570833
NE;Nordeste;2024-08-31;12234.963375
S;Sul;2024-08-31;11857.99970833
SE;Sudeste/Centro-Oeste;2024-08-31;40714.14733333
N;Norte;2024-09-01;7894.40375
NE;Nordeste;2024-09-01;11427.51354167
S;Sul;2024-09-01;10306.06854167
SE;Sudeste/Centro-Oeste;2024-09-01;37962.68141667
N;Norte;2024-09-02;8411.79158333
NE;Nordeste;2024-09-02;12758.50383333
S;Sul;2024-09-02;13042.638875
SE;Sudeste/Centro-Oeste;2024-09-02;44162.94979167
N;Norte;2024-09-03;8490.74479167
NE;Nordeste;2024-09-03;12964.30720833
S;Sul;2024-09-03;13658.13754167
SE;Sudeste/Centro-Oeste;2024-09-03;45943.50020833
N;Norte;2024-09-04;8581.744125
NE;Nordeste;2024-09-04;13183.05833333
S;Sul;2024-09-04;14093.393375
SE;Sudeste/Centro-Oeste;2024-09-04;47442.84695833
N;Norte;2024-09-05;8394.28908333
NE;Nordeste;2024-09-05;13144.11241667
S;Sul;2024-09-05;13749.66845833
SE;Sudeste/Centro-Oeste;2024-09-05;47323.87354167
N;Norte;2024-09-06;8181.37345833
NE;Nordeste;2024-09-06;13258.80129167
S;Sul;2024-09-06;13000.8485
SE;Sudeste/Centro-Oeste;2024-09-06;46038.75516667
N;Norte;2024-09-07;7877.750875
NE;Nordeste;2024-09-07;12230.68158333
S;Sul;2024-09-07;11177.86570833
SE;Sudeste/Centro-Oeste;2024-09-07;41715.5045
N;Norte;2024-09-08;7827.75925
NE;Nordeste;2024-09-08;11743.49479167
S;Sul;2024-09-08;10658.373125
SE;Sudeste/Centro-Oeste;2024-09-08;40251.728625
N;Norte;2024-09-09;8577.76391667
NE;Nordeste;2024-09-09;13092.44983333
S;Sul;2024-09-09;14129.08133333
SE;Sudeste/Centro-Oeste;2024-09-09;47135.22845833
N;Norte;2024-09-10;8702.99145833
NE;Nordeste;2024-09-10;13302.05933333
S;Sul;2024-09-10;14933.30816667
SE;Sudeste/Centro-Oeste;2024-09-10;47788.842125
N;Norte;2024-09-11;8788.053875
NE;Nordeste;2024-09-11;13040.29879167
S;Sul;2024-09-11;15021.36270833
SE;Sudeste/Centro-Oeste;2024-09-11;48588.32745833
N;Norte;2024-09-12;8782.11908333
NE;Nordeste;2024-09-12;13004.68083333
S;Sul;2024-09-12;14774.46425
SE;Sudeste/Centro-Oeste;2024-09-12;49364.92441667
N;Norte;2024-09-13;8769.69720833
NE;Nordeste;2024-09-13;13176.89933333
S;Sul;2024-09-13;14001.74920833
SE;Sudeste/Centro-Oeste;2024-09-13;49555.55279167
N;Norte;2024-09-14;8464.02433333
NE;Nordeste;2024-09-14;12547.905
S;Sul;2024-09-14;11455.77716667
SE;Sudeste/Centro-Oeste;2024-09-14;45498.10954167
N;Norte;2024-09-15;8087.96895833
NE;Nordeste;2024-09-15;11954.719125
S;Sul;2024-09-15;9985.41029167
SE;Sudeste/Centro-Oeste;2024-09-15;40417.80675
N;Norte;2024-09-16;8835.104875
NE;Nordeste;2024-09-16;13252.93841667
S;Sul;2024-09-16;12189.83729167
SE;Sudeste/Centro-Oeste;2024-09-16;45380.87691667
N;Norte;2024-09-17;8916.10308333
NE;Nordeste;2024-09-17;13520.75745833
S;Sul;2024-09-17;12443.34529167
SE;Sudeste/Centro-Oeste;2024-09-17;44997.77991667
N;Norte;2024-09-18;8889.48108333
NE;Nordeste;2024-09-18;13732.65004167
S;Sul;2024-09-18;12774.28216667
SE;Sudeste/Centro-Oeste;2024-09-18;45525.85083333
N;Norte;2024-09-19;8856.56395833
NE;Nordeste;2024-09-19;13643.99604167
S;Sul;2024-09-19;13230.62175
SE;Sudeste/Centro-Oeste;2024-09-19;46729.14083333
N;Norte;2024-09-20;8841.05645833
NE;Nordeste;2024-09-20;13692.472875
S;Sul;2024-09-20;12729.966125
SE;Sudeste/Centro-Oeste;2024-09-20;48344.553875
N;Norte;2024-09-21;8551.72758333
NE;Nordeste;2024-09-21;12922.72970833
S;Sul;2024-09-21;10668.419375
SE;Sudeste/Centro-Oeste;2024-09-21;44400.75895833
N;Norte;2024-09-22;8130.13508333
NE;Nordeste;2024-09-22;12225.42008333
S;Sul;2024-09-22;10354.424625
SE;Sudeste/Centro-Oeste;2024-09-22;41701.41466667
N;Norte;2024-09-23;8795.63375
NE;Nordeste;2024-09-23;13754.789125
S;Sul;2024-09-23;13769.712375
SE;Sudeste/Centro-Oeste;2024-09-23;49073.882625
N;Norte;2024-09-24;8658.09975
NE;Nordeste;2024-09-24;13990.42979167
S;Sul;2024-09-24;14584.09504167
SE;Sudeste/Centro-Oeste;2024-09-24;50689.43870833
N;Norte;2024-09-25;8581.58604167
NE;Nordeste;2024-09-25;13899.71108333
S;Sul;2024-09-25;14190.591625
SE;Sudeste/Centro-Oeste;2024-09-25;51713.03433333
N;Norte;2024-09-26;8702.851375
NE;Nordeste;2024-09-26;13859.28645833
S;Sul;2024-09-26;13987.00841667
SE;Sudeste/Centro-Oeste;2024-09-26;51737.91691667
N;Norte;2024-09-27;8695.203875
NE;Nordeste;2024-09-27;14048.04091667
S;Sul;2024-09-27;13766.41304167
SE;Sudeste/Centro-Oeste;2024-09-27;49595.99658333
N;Norte;2024-09-28;8277.5085
NE;Nordeste;2024-09-28;13560.1055
S;Sul;2024-09-28;11693.16395833
SE;Sudeste/Centro-Oeste;2024-09-28;43465.27966667
N;Norte;2024-09-29;7950.11875
NE;Nordeste;2024-09-29;12543.73345833
S;Sul;2024-09-29;10536.38445833
SE;Sudeste/Centro-Oeste;2024-09-29;39758.656375
N;Norte;2024-09-30;8427.681
NE;Nordeste;2024-09-30;13822.22854167
S;Sul;2024-09-30;14480.01133333
SE;Sudeste/Centro-Oeste;2024-09-30;46938.13683333
N;Norte;2024-10-01;8478.62466667
NE;Nordeste;2024-10-01;13919.317
S;Sul;2024-10-01;15706.73670833
SE;Sudeste/Centro-Oeste;2024-10-01;49514.69129167
N;Norte;2024-10-02;8677.3215
NE;Nordeste;2024-10-02;14237.58633333
S;Sul;2024-10-02;15134.14245833
SE;Sudeste/Centro-Oeste;2024-10-02;51163.172125
N;Norte;2024-10-03;8588.003
NE;Nordeste;2024-10-03;14234.37508333
S;Sul;2024-10-03;13245.315625
SE;Sudeste/Centro-Oeste;2024-10-03;49896.48054167
N;Norte;2024-10-04;8562.11775
NE;Nordeste;2024-10-04;14203.24595833
S;Sul;2024-10-04;13507.23645833
SE;Sudeste/Centro-Oeste;2024-10-04;46827.97283333
N;Norte;2024-10-05;8399.60716667
NE;Nordeste;2024-10-05;13347.99379167
S;Sul;2024-10-05;11632.42225
SE;Sudeste/Centro-Oeste;2024-10-05;43057.85341667
N;Norte;2024-10-06;7853.06595833
NE;Nordeste;2024-10-06;11537.47645833
S;Sul;2024-10-06;10497.56654167
SE;Sudeste/Centro-Oeste;2024-10-06;39841.413875
N;Norte;2024-10-07;8300.72229167
NE;Nordeste;2024-10-07;14082.71441667
S;Sul;2024-10-07;14003.31620833
SE;Sudeste/Centro-Oeste;2024-10-07;46498.158625
N;Norte;2024-10-08;8547.26704167
NE;Nordeste;2024-10-08;14535.832125
S;Sul;2024-10-08;14499.26016667
SE;Sudeste/Centro-Oeste;2024-10-08;49056.10275
N;Norte;2024-10-09;8672.47904167
NE;Nordeste;2024-10-09;14738.85775
S;Sul;2024-10-09;14097.89525
SE;Sudeste/Centro-Oeste;2024-10-09;48931.7875
N;Norte;2024-10-10;8732.36216667
NE;Nordeste;2024-10-10;14924.58441667
S;Sul;2024-10-10;13506.21716667
SE;Sudeste/Centro-Oeste;2024-10-10;47029.755375
N;Norte;2024-10-11;8723.53804167
NE;Nordeste;2024-10-11;12463.20079167
S;Sul;2024-10-11;13162.57654167
SE;Sudeste/Centro-Oeste;2024-10-11;45911.417625
N;Norte;2024-10-12;8131.81275
NE;Nordeste;2024-10-12;12821.095625
S;Sul;2024-10-12;9933.95783333
SE;Sudeste/Centro-Oeste;2024-10-12;40234.577625
N;Norte;2024-10-13;7852.11616667
NE;Nordeste;2024-10-13;11832.24229167
S;Sul;2024-10-13;9446.63316667
SE;Sudeste/Centro-Oeste;2024-10-13;38275.36491667
N;Norte;2024-10-14;8553.56133333
NE;Nordeste;2024-10-14;14008.01166667
S;Sul;2024-10-14;12835.80770833
SE;Sudeste/Centro-Oeste;2024-10-14;44797.263625
N;Norte;2024-10-15;8512.29095833
NE;Nordeste;2024-10-15;14388.506375
S;Sul;2024-10-15;13545.84854167
SE;Sudeste/Centro-Oeste;2024-10-15;46074.3085
N;Norte;2024-10-16;8322.279875
NE;Nordeste;2024-10-16;14346.13079167
S;Sul;2024-10-16;13132.31570833
SE;Sudeste/Centro-Oeste;2024-10-16;46687.46404167
N;Norte;2024-10-17;8356.57041667
NE;Nordeste;2024-10-17;14206.553625
S;Sul;2024-10-17;13463.323125
SE;Sudeste/Centro-Oeste;2024-10-17;47608.88975
N;Norte;2024-10-18;8403.240875
NE;Nordeste;2024-10-18;14105.16208333
S;Sul;2024-10-18;14291.77345833
SE;Sudeste/Centro-Oeste;2024-10-18;47180.794375
N;Norte;2024-10-19;8231.74141667
NE;Nordeste;2024-10-19;13084.59704167
S;Sul;2024-10-19;12176.265875
SE;Sudeste/Centro-Oeste;2024-10-19;41806.05279167
N;Norte;2024-10-20;7833.76725
NE;Nordeste;2024-10-20;11969.45941667
S;Sul;2024-10-20;10561.05625
SE;Sudeste/Centro-Oeste;2024-10-20;37182.895375
N;Norte;2024-10-21;8417.4535
NE;Nordeste;2024-10-21;13615.45795833
S;Sul;2024-10-21;14160.45991667
SE;Sudeste/Centro-Oeste;2024-10-21;43199.76591667
N;Norte;2024-10-22;8153.917625
NE;Nordeste;2024-10-22;13914.193625
S;Sul;2024-10-22;15918.20208333
SE;Sudeste/Centro-Oeste;2024-10-22;46292.39070833
N;Norte;2024-10-23;8389.07229167
NE;Nordeste;2024-10-23;14139.52495833
S;Sul;2024-10-23;16147.83908333
SE;Sudeste/Centro-Oeste;2024-10-23;47678.50104167
N;Norte;2024-10-24;8499.02779167
NE;Nordeste;2024-10-24;14268.865
S;Sul;2024-10-24;15258.91404167
SE;Sudeste/Centro-Oeste;2024-10-24;47817.89675
